pmcid,one health,one medicine,animal,human,environment,ecosystem,ecohealth,antimicrobial resistance,antibiotic resistance,drug resistance,multidrug resistance,resistance,amr,arb,ar,mdr,dairy,cow,beef,cattle,poultry,swine,chicken,pig,turkey,fish,porcine,bovine,soil,agriculture,wastewater,pharmaceutical,drinking water,groundwater,surface water,compost,manure,biosolids,aquaculture
PMC4294326,0,0,0,14,0,0,0,0,0,1,0,2,0,8,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4294385,0,0,8,22,0,0,0,0,0,0,0,24,0,2,156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4295418,0,0,0,16,4,0,0,2,9,1,0,30,0,7,435,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4296088,0,0,0,5,0,0,0,0,0,12,0,29,0,19,142,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4297452,0,0,0,9,0,0,0,0,0,0,0,22,0,7,258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4297945,0,0,0,9,1,0,0,0,0,0,0,17,0,4,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4298719,0,0,0,5,2,0,0,0,0,0,0,18,0,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4300553,0,0,0,8,4,0,0,0,0,1,0,7,0,0,253,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4301011,0,0,5,5,12,1,0,2,45,0,0,100,0,13,247,0,2,0,0,4,0,2,2,21,0,2,0,0,33,1,2,0,0,0,0,0,65,0,0
PMC4301465,0,0,0,17,12,0,0,0,0,11,0,43,0,2,221,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4301490,0,0,0,8,0,0,0,0,0,21,16,53,0,1,125,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
PMC4302584,0,0,0,1,1,0,0,0,0,0,0,55,1,0,401,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4302666,0,0,0,14,0,0,0,0,0,0,0,1,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
PMC4303114,0,0,8,13,0,0,0,0,0,0,0,35,1,0,360,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0
PMC4303474,0,0,0,12,0,0,0,0,0,0,0,2,0,0,212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC4304153,0,0,110,100,0,0,0,0,0,0,0,0,0,1,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4306269,0,0,2,19,1,0,0,0,0,2,0,8,0,2,105,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4306750,0,0,0,3,0,0,0,0,0,18,0,40,0,0,186,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4307180,0,0,1,27,1,0,0,0,0,4,0,19,0,2,431,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4308083,0,0,0,26,0,0,0,0,0,0,0,48,2,4,269,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0
PMC4308848,0,0,1,24,0,0,0,0,0,0,0,31,1,4,239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4309206,0,0,3,8,5,0,0,0,7,0,0,43,15,0,276,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4309682,0,0,14,21,4,0,0,0,0,0,0,30,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4309843,0,0,0,15,1,0,0,0,0,2,0,59,1,7,255,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4310196,0,0,0,7,0,0,0,0,10,9,7,36,0,9,129,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4310400,0,0,3,26,0,0,0,0,0,0,0,8,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4310608,0,0,0,15,10,0,0,0,0,0,0,4,3,23,265,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4311507,0,0,0,15,1,0,0,0,0,0,0,11,0,2,586,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
PMC4312041,0,0,3,9,0,0,0,0,0,2,0,9,0,4,311,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
PMC4312638,0,0,38,9,1,0,0,19,1,22,21,84,0,9,174,28,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4313691,0,0,3,0,9,0,0,0,0,0,0,39,0,4,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4314466,0,0,1,31,6,0,0,0,0,0,0,11,0,45,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
PMC4314988,0,0,6,21,0,0,0,0,0,0,0,1,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4315531,0,0,1,15,0,0,0,0,0,0,0,9,0,3,204,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4316601,0,0,5,8,6,0,0,0,0,0,0,4,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PMC4317602,0,0,1,13,1,0,0,0,0,6,0,21,0,1,388,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4317880,0,0,0,20,9,0,0,0,0,0,0,9,0,1,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4317964,0,0,0,12,1,0,0,0,0,6,0,18,0,2,172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4319488,0,0,1,16,1,0,0,0,2,0,0,14,0,6,157,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4320060,1,0,0,4,2,0,0,0,0,0,0,6,0,64,346,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4320907,0,0,0,2,0,0,0,0,0,0,0,15,0,0,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4321540,0,0,1,0,21,2,0,0,0,0,0,7,0,8,233,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
PMC4322968,0,0,6,9,1,0,0,0,0,6,1,36,0,1,297,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4323109,0,0,0,15,2,0,0,0,0,0,0,5,0,1,462,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4323316,0,0,0,0,10,0,0,0,0,1,0,11,18,6,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4323658,0,0,0,7,0,0,0,0,0,0,0,3,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4324239,0,0,1,28,1,0,0,0,0,0,0,4,0,4,266,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4324632,0,0,1,26,3,0,0,0,0,2,1,8,0,12,277,0,0,0,0,0,0,0,0,25,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0
PMC4324811,0,0,0,31,1,0,0,0,0,0,0,23,0,11,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4325212,0,0,1,19,1,0,0,0,1,0,0,2,0,7,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4325706,0,0,4,1,1,0,0,0,0,0,0,22,0,0,166,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4326181,0,0,5,2,1,0,0,0,0,1,1,7,1,4,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4326651,0,0,0,18,6,0,0,0,2,0,0,34,0,11,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4327107,0,0,0,26,1,0,0,0,0,0,0,23,0,9,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4328644,0,0,9,34,0,0,0,0,1,1,1,7,0,41,389,15,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4329650,0,0,0,5,0,0,0,0,0,0,0,2,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4330170,0,0,0,0,1,0,0,14,2,0,0,64,1,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4330922,0,0,1,2,9,0,0,1,1,1,0,70,0,15,283,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
PMC4331161,0,0,0,11,6,0,0,0,0,7,0,37,0,7,272,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4332970,0,0,0,20,10,0,0,0,0,23,0,26,0,3,136,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PMC4333160,0,0,0,24,3,0,0,0,0,2,1,3,0,0,382,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4333879,0,0,0,28,5,0,0,0,8,0,0,19,0,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4334518,0,0,2,8,0,0,0,0,4,0,0,20,7,1,162,0,0,0,0,0,0,0,0,19,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4334606,0,0,1,19,5,1,0,0,0,0,0,19,0,4,197,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,2,2,0,0
PMC4335042,0,0,37,16,1,0,0,0,0,0,0,0,0,1,324,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4335624,0,0,0,6,2,0,0,0,0,7,5,9,0,14,239,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
PMC4336695,0,0,2,3,1,0,0,0,0,0,0,5,0,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4337619,0,0,0,9,0,0,0,0,0,3,1,47,0,4,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4337937,0,0,0,16,0,0,0,3,0,0,0,8,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4338193,0,0,0,15,0,0,0,0,0,0,0,19,0,2,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4338313,0,0,0,48,1,0,0,0,0,0,0,22,0,7,265,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4338831,0,0,0,4,2,0,0,0,0,9,4,10,0,2,295,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4339716,0,0,0,2,24,3,0,0,0,1,1,25,0,12,254,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,4,0,0,0,0,0,0,0,0
PMC4340491,0,0,9,20,3,0,0,0,0,2,1,23,0,2,257,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4341461,0,0,0,22,2,0,0,0,0,4,0,23,0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4342090,0,0,0,9,0,0,0,0,0,1,0,4,0,16,343,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4343067,0,0,1,6,1,0,0,12,4,3,1,54,0,0,133,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4344584,0,0,10,10,23,0,0,0,0,0,0,58,0,4,180,0,1,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4344770,0,0,0,1,6,0,0,1,30,2,0,65,0,1,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,1,0,0,0,0,1
PMC4345289,0,0,49,42,27,0,0,18,37,1,1,103,0,41,362,35,0,0,0,8,3,4,14,10,0,1,0,0,5,3,16,1,1,0,0,0,0,0,7
PMC4345639,0,0,0,14,0,0,0,0,0,5,2,28,0,1,103,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4346339,0,0,2,20,0,0,0,0,0,0,0,2,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4347510,0,0,0,3,18,2,0,0,29,1,0,72,0,5,226,0,0,1,0,1,0,0,0,1,0,0,0,0,107,4,77,7,0,1,0,0,6,0,2
PMC4348108,0,0,2,65,0,0,0,0,0,0,0,16,0,4,228,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4348493,0,0,8,28,9,0,0,0,0,3,0,42,0,10,444,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0
PMC4348599,0,0,0,3,2,0,0,0,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4350050,0,0,7,10,8,0,0,1,12,3,2,53,0,6,127,0,0,1,0,0,0,0,1,2,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0
PMC4350321,0,0,15,24,4,0,0,0,0,0,0,6,0,2,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4350919,0,0,46,4,0,0,0,0,0,1,0,15,0,3,216,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC4351096,0,0,2,21,0,0,0,0,7,0,0,15,0,8,254,0,0,0,0,0,12,1,12,7,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0
PMC4351435,0,0,1,16,1,0,0,0,0,0,0,30,0,6,172,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4351933,0,0,18,18,0,0,0,0,0,0,0,11,0,2,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4352113,0,0,1,11,0,0,0,0,0,0,0,5,0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4352553,0,0,52,28,2,0,0,13,2,6,3,44,0,2,226,21,17,2,7,29,2,3,7,47,0,2,0,5,1,2,0,1,0,0,0,0,0,0,0
PMC4353460,0,0,13,41,0,0,0,0,0,0,0,9,1,5,249,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4353808,0,0,0,30,0,0,0,0,0,21,2,37,1,1,88,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4354405,0,0,1,0,10,0,0,0,4,0,0,10,0,8,196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4354923,0,0,11,20,2,0,0,0,0,0,0,31,0,2,229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4355155,0,0,0,10,0,0,0,0,0,0,0,6,0,2,128,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4355979,0,0,17,23,15,0,0,0,0,0,0,1,0,3,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4356390,0,0,0,8,2,0,0,0,0,6,0,20,0,0,84,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4356456,0,0,7,1,11,0,0,0,0,0,0,44,0,4,356,0,0,1,0,0,1,0,0,5,0,0,0,0,118,3,0,0,0,1,0,6,2,0,0
PMC4357026,0,0,0,20,2,0,0,0,0,8,6,11,0,1,277,14,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
PMC4357563,0,0,85,11,2,0,0,0,0,0,0,4,1,9,343,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
PMC4358008,0,0,0,4,21,0,0,0,3,0,0,26,0,5,311,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
PMC4358392,0,0,0,0,2,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4358885,0,0,10,11,0,0,0,0,0,0,0,22,0,3,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4359223,0,0,0,16,0,0,0,0,0,25,11,48,0,3,240,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4359379,0,0,0,7,3,0,0,0,1,4,4,8,0,5,446,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4359575,0,0,2,0,0,0,0,0,0,0,0,10,0,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4361326,0,0,0,2,4,0,0,0,0,3,0,3,1,2,152,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PMC4361675,0,0,0,18,2,0,0,0,0,0,0,5,0,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4361902,0,0,1,1,0,0,0,0,1,2,0,5,0,8,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4362272,0,0,0,0,25,0,0,0,0,0,0,175,0,1,319,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PMC4362743,0,0,0,0,22,0,0,0,0,0,0,31,0,14,172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC4363613,0,0,0,8,1,0,0,0,0,5,0,11,0,3,150,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4364305,0,0,0,4,0,0,0,0,0,3,0,12,0,1,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4364977,0,0,69,11,0,0,0,6,1,0,0,12,0,2,516,0,0,0,0,0,0,4,0,215,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0
PMC4365414,0,0,3,12,9,0,0,0,0,1,0,1,0,2,152,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4365691,0,0,1,7,1,0,0,0,0,0,0,3,0,48,301,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4366236,0,0,7,6,0,0,0,0,3,1,1,12,0,2,178,0,3,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
PMC4367244,0,0,14,52,0,0,0,0,0,0,0,9,0,3,350,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4367927,0,0,0,4,1,0,0,0,1,1,1,15,0,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PMC4368368,0,0,49,0,11,0,0,0,0,0,0,10,0,5,389,0,0,9,0,0,19,3,21,81,1,3,0,0,0,20,0,0,0,0,0,0,0,0,3
PMC4369119,0,0,3,6,0,0,0,0,0,0,0,9,0,2,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4370333,0,0,0,3,0,0,0,0,0,0,0,5,0,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4370561,0,0,0,3,6,13,0,0,0,0,0,4,0,5,249,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC4370704,0,0,0,23,1,0,0,0,0,0,0,5,0,2,224,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4370873,0,0,2,12,1,0,0,0,0,0,0,26,0,7,318,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
PMC4371880,0,0,0,10,2,0,0,0,0,4,3,44,0,20,592,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4372591,0,0,0,56,7,0,0,0,0,5,4,10,0,23,416,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4372652,0,0,2,13,0,0,0,0,0,6,2,16,0,0,298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4373882,0,0,0,14,8,0,0,0,0,0,0,4,2,1,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4374693,0,0,9,21,0,0,0,0,0,0,0,14,0,2,338,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
PMC4374931,0,0,0,42,6,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4375086,0,0,15,38,1,0,0,0,0,0,0,8,0,2,154,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4376525,0,0,13,38,7,0,0,1,0,0,0,5,0,0,270,0,22,1,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,13,133,0,0
PMC4376896,0,0,0,13,2,0,0,0,0,0,0,125,0,7,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4377167,0,0,6,6,3,0,0,0,1,0,0,18,3,0,65,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PMC4377537,0,0,0,28,0,0,0,0,0,0,0,1,0,1,183,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4377980,0,0,3,34,0,0,0,0,0,4,3,6,0,2,307,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4378297,0,0,5,16,6,0,0,0,0,0,0,5,0,6,371,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC4379040,0,0,16,15,0,0,0,0,0,0,0,1,0,5,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4379539,0,0,0,27,0,0,0,0,0,0,0,6,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC4379896,0,0,0,19,0,0,0,0,0,0,0,3,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC4380366,0,0,3,13,0,0,0,0,0,1,0,3,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4380918,0,0,62,96,10,0,0,4,16,0,0,78,0,2,204,0,0,0,2,2,5,1,8,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
PMC4381093,0,0,1,45,0,0,0,0,0,0,0,40,0,1,171,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4381509,0,0,8,16,19,2,0,0,0,2,0,15,0,7,252,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
PMC4381637,0,0,1,1,33,4,0,0,11,0,0,23,0,13,230,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0,2,1,0,0,0
PMC4382181,0,0,14,29,1,0,0,1,0,0,0,44,1,25,268,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC4382515,0,0,3,13,5,0,0,0,0,0,0,15,0,28,277,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PMC4383195,0,0,1,11,6,0,0,0,2,41,2,72,0,3,365,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4383690,0,0,4,14,6,0,0,0,0,0,0,5,0,4,162,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4384068,0,0,127,23,18,7,0,0,20,2,1,27,0,6,275,0,1,0,0,4,1,1,0,5,0,0,4,1,1,13,0,2,1,0,0,0,2,0,1
PMC4384308,0,0,0,7,1,0,0,0,0,0,0,31,0,4,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4385825,0,0,6,85,1,0,0,0,0,2,1,11,0,4,451,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC4385913,0,0,5,22,6,0,0,0,0,1,0,22,0,5,298,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4387679,0,0,3,90,8,3,0,0,0,0,0,65,0,13,113,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
PMC4388096,1,0,96,44,16,2,0,42,24,21,1,159,0,5,259,1,4,2,2,8,8,6,14,13,0,3,0,4,0,16,2,1,1,0,0,0,2,0,7
PMC4388904,0,0,0,3,0,0,0,0,0,7,0,15,0,1,130,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC4389304,0,0,0,5,0,0,0,0,0,0,0,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
